task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/157,self_healing,gemma-31b:cot,0,0,0,0,0.0,36.36,0.0,1.0,4.0,69.63,1.73,0.612,0,0,0,1.0,0.0,644,271,5869
HumanEval/162,actor_critic,gemma-31b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,81.33,2.36,0.047,3,1,4,0.0,0.567,542,373,1583
HumanEval/158,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,16.67,0.0,1.0,2.0,72.16,1.0,0.621,0,0,0,1.0,0.0,852,204,6549
HumanEval/156,soa,gemma-31b:few_shot,36,1,0,37,0.973,100.0,100.0,1.0,2.5,79.08,2.42,0.046,3,0,4,0.0,0.525,1905,4411,19377
HumanEval/158,hybrid,gemma-31b:cot,11,3,0,14,0.786,97.67,100.0,1.0,3.38,74.14,4.4,0.017,21,2,5,0.0,0.833,2365,1717,5546
HumanEval/140,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.0,2.67,65.37,0.71,0.034,4,1,3,0.0,0.542,330,382,2574
HumanEval/160,baseline,gemma-31b:cot,12,0,0,12,1.0,100.0,100.0,0.0,3.62,72.87,2.42,0.053,34,1,5,0.0,0.792,1313,3580,11560
HumanEval/161,consensus,gemma-31b:cot,35,0,0,35,1.0,100.0,100.0,0.667,2.0,79.05,2.47,0.034,2,0,4,0.0,0.5,1154,580,3865
HumanEval/145,swarm,gemma-31b:scot,0,3,0,3,0.0,100.0,100.0,1.0,2.0,100.0,0.8,0.055,2,0,4,0.0,0.5,965,918,11375
HumanEval/156,atomic_swarm,gemma-31b:cot,2,1,0,3,0.667,100.0,100.0,1.0,1.67,69.77,0.53,0.118,3,1,4,0.0,0.567,1907,1750,9974
HumanEval/142,coa,gemma-31b:scot,8,0,0,8,1.0,97.44,100.0,0.6,2.11,80.41,2.0,0.03,8,2,3,0.0,0.683,683,679,4694
HumanEval/146,coa,gemma-31b:zero_shot,8,0,0,8,1.0,96.97,100.0,0.5,2.22,77.19,3.46,0.047,10,1,3,0.111,0.664,1087,1159,9192
HumanEval/144,consensus,gemma-31b:cot,0,0,0,0,0.0,40.0,40.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,2061,516,35980
HumanEval/152,actor_critic,gemma-31b:scot,14,1,0,15,0.933,82.35,82.0,1.0,3.0,88.63,3.77,0.017,5,1,5,0.0,0.667,2305,2348,7532
HumanEval/144,hybrid,gemma-31b:cot,48,0,0,48,1.0,100.0,100.0,0.25,2.0,87.56,6.38,0.035,2,0,4,0.0,0.5,2257,1517,5237
HumanEval/159,consensus,gemma-31b:scot,26,0,0,26,1.0,100.0,100.0,0.4,2.0,100.0,1.21,0.055,2,0,4,0.0,0.5,1898,860,6450
HumanEval/139,baseline,gemma-31b:scot,10,0,0,10,1.0,92.59,100.0,0.25,2.25,89.19,2.8,0.024,5,0,4,0.0,0.575,695,1527,4149
HumanEval/157,competitive,gemma-31b:zero_shot,17,3,0,20,0.85,100.0,100.0,1.0,2.0,100.0,2.73,0.054,1,0,4,0.0,0.475,0,0,0
HumanEval/156,coa,gemma-31b:zero_shot,9,0,0,9,1.0,100.0,100.0,0.667,3.22,60.11,2.37,0.052,20,1,4,0.0,0.742,801,257,3923
HumanEval/152,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,68.96,0.62,0.029,3,2,3,0.333,0.475,1641,2910,10061
HumanEval/149,coa,gemma-31b:scot,9,0,0,9,1.0,100.0,100.0,0.75,2.0,82.36,1.24,0.016,9,2,3,0.0,0.708,2218,1777,8008
HumanEval/154,actor_critic,gemma-31b:zero_shot,24,1,0,25,0.96,62.79,42.86,1.0,2.5,83.06,3.65,0.143,4,0,4,0.0,0.55,1236,1746,6429
HumanEval/160,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,100.0,0.5,0.077,2,0,4,0.0,0.5,702,268,2582
HumanEval/147,actor_critic,gemma-31b:scot,14,0,0,14,1.0,100.0,100.0,0.25,2.14,79.85,2.59,0.029,0,0,0,1.0,0.0,3022,3936,13881
HumanEval/147,consensus,gemma-31b:few_shot,10,0,0,10,1.0,95.0,75.0,0.25,2.75,74.78,2.35,0.062,9,1,5,0.0,0.767,5153,2457,18582
HumanEval/163,consensus,gemma-31b:scot,22,0,0,22,1.0,100.0,100.0,0.75,2.33,94.32,3.09,0.03,4,0,4,0.0,0.55,2438,3544,12797
HumanEval/144,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,69.74,0.62,0.065,5,0,3,0.0,0.525,204,35,2445
HumanEval/142,actor_critic,gemma-31b:few_shot,9,0,0,9,1.0,100.0,100.0,0.6,2.44,67.94,3.68,0.035,14,3,4,0.0,0.825,3697,4581,26096
HumanEval/141,adversarial,gemma-31b:zero_shot,32,0,0,32,1.0,64.71,44.44,0.0,3.0,81.54,3.18,0.323,4,1,4,0.0,0.592,274,987,1933
HumanEval/147,consensus,gemma-31b:cot,15,1,0,16,0.938,100.0,100.0,1.0,2.17,78.04,2.82,0.059,7,0,4,0.0,0.625,3632,718,6249
HumanEval/160,self_healing,gemma-31b:cot,0,0,0,0,0.0,18.75,0.0,1.0,2.0,50.71,1.04,0.829,0,0,0,1.0,0.0,1255,436,9011
HumanEval/148,soa,gemma-31b:zero_shot,18,0,0,18,1.0,90.91,100.0,0.25,2.67,87.93,1.86,0.038,8,0,4,0.0,0.65,1614,2444,17444
HumanEval/157,soa,gemma-31b:scot,17,2,0,19,0.895,81.82,82.0,1.0,3.0,94.66,3.09,0.051,7,1,4,0.0,0.667,398,646,6853
HumanEval/145,consensus,gemma-31b:zero_shot,16,5,0,21,0.762,100.0,100.0,1.0,2.0,81.39,2.95,0.045,2,0,4,0.0,0.5,3930,1355,8030
HumanEval/157,coa,gemma-31b:cot,6,1,0,7,0.857,100.0,100.0,1.0,2.57,79.42,3.18,0.037,28,1,4,0.0,0.742,777,682,5210
HumanEval/158,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.667,2.0,100.0,0.87,0.036,2,0,4,0.0,0.5,1308,3079,7886
HumanEval/159,swarm,gemma-31b:scot,3,0,0,3,1.0,81.82,50.0,0.0,2.0,100.0,0.41,0.039,2,0,4,0.0,0.5,1062,1059,5755
HumanEval/140,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,36.36,0.0,1.0,2.0,67.09,0.86,0.775,0,0,0,1.0,0.0,1294,1463,7193
HumanEval/148,hybrid,gemma-31b:scot,33,0,0,33,1.0,93.33,100.0,0.5,2.8,84.65,3.14,0.059,10,1,4,0.0,0.742,1780,1378,3909
HumanEval/150,coa,gemma-31b:few_shot,8,0,0,8,1.0,100.0,100.0,0.5,3.0,75.98,3.4,0.031,26,1,3,0.0,0.692,545,327,6262
HumanEval/140,competitive,gemma-31b:zero_shot,20,0,0,20,1.0,100.0,100.0,0.0,2.0,81.86,1.79,0.031,2,0,4,0.0,0.5,344,316,3577
HumanEval/161,coa,gemma-31b:scot,8,0,0,8,1.0,100.0,100.0,0.667,3.38,69.62,1.84,0.074,14,1,3,0.0,0.692,736,2160,5784
HumanEval/147,hybrid,gemma-31b:few_shot,11,1,0,12,0.917,81.25,66.67,1.0,2.25,76.3,3.76,0.098,3,0,4,0.0,0.525,4581,2101,13649
HumanEval/161,swarm,gemma-31b:zero_shot,3,0,0,3,1.0,85.71,75.0,0.333,2.0,69.94,0.42,0.043,3,1,3,0.0,0.517,1840,898,15730
HumanEval/153,swarm,gemma-31b:cot,3,0,0,3,1.0,92.31,66.67,0.4,2.0,70.46,0.93,0.071,6,0,3,0.0,0.55,440,370,1136
HumanEval/155,adversarial,gemma-31b:few_shot,6,4,0,10,0.6,100.0,100.0,1.0,2.71,76.29,3.64,0.04,13,1,5,0.0,0.792,0,0,0
HumanEval/148,soa,gemma-31b:scot,26,0,0,26,1.0,91.3,100.0,0.25,3.33,86.22,2.33,0.033,12,1,4,0.0,0.742,622,1159,3019
HumanEval/159,competitive,gemma-31b:cot,15,0,0,15,1.0,100.0,100.0,0.2,2.0,100.0,0.86,0.056,2,0,4,0.0,0.5,1146,612,4681
HumanEval/159,consensus,gemma-31b:few_shot,30,0,0,30,1.0,100.0,100.0,0.2,2.0,100.0,1.41,0.035,2,0,4,0.0,0.5,1952,1541,7841
HumanEval/151,coa,gemma-31b:scot,5,3,0,8,0.625,96.67,100.0,1.0,2.12,83.22,1.87,0.09,8,1,3,0.125,0.61,410,240,1642
HumanEval/159,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,86.67,50.0,0.4,2.0,69.94,0.28,0.138,4,1,3,0.0,0.542,768,276,4067
HumanEval/158,actor_critic,gemma-31b:scot,16,1,0,17,0.941,100.0,100.0,1.0,2.0,90.65,2.87,0.057,6,2,5,0.0,0.733,3774,3502,16794
HumanEval/158,coa,gemma-31b:few_shot,6,1,0,7,0.857,93.75,100.0,1.0,2.0,83.43,1.8,0.043,8,2,3,0.111,0.656,1288,1996,19396
HumanEval/151,self_healing,gemma-31b:few_shot,12,0,0,12,1.0,73.53,0.0,0.0,2.67,76.21,3.33,0.308,12,1,4,0.0,0.742,919,836,5853
HumanEval/163,adversarial,gemma-31b:cot,22,1,0,23,0.957,100.0,100.0,1.0,2.33,94.22,4.55,0.047,6,0,4,0.0,0.6,0,0,0
HumanEval/156,swarm,gemma-31b:zero_shot,1,0,0,1,1.0,100.0,100.0,0.333,2.0,81.86,0.21,0.079,1,0,3,0.0,0.425,366,92,1251
HumanEval/149,consensus,gemma-31b:few_shot,11,0,0,11,1.0,100.0,100.0,0.75,2.75,74.63,1.95,0.055,14,2,4,0.0,0.783,2331,765,4103
HumanEval/162,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.74,0.73,0.082,2,1,3,0.333,0.408,1438,1948,8895
HumanEval/162,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.74,0.73,0.293,2,1,3,0.333,0.408,690,734,6667
HumanEval/140,swarm,gemma-31b:cot,2,0,0,2,1.0,100.0,100.0,0.25,2.0,100.0,0.86,0.096,2,0,4,0.0,0.5,1559,2051,14192
HumanEval/161,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.333,2.0,69.94,0.42,0.212,2,1,3,0.333,0.408,165,21,1735
HumanEval/139,consensus,gemma-31b:few_shot,14,3,0,17,0.824,100.0,100.0,1.0,2.14,50.98,3.0,0.072,10,0,5,0.0,0.75,2387,1630,9292
HumanEval/156,self_healing,gemma-31b:scot,38,0,0,38,1.0,66.67,100.0,0.0,2.5,90.37,3.68,0.284,2,0,4,0.0,0.5,975,740,7851
HumanEval/156,competitive,gemma-31b:scot,25,1,0,26,0.962,100.0,100.0,1.0,2.33,63.96,2.0,0.053,5,0,4,0.0,0.575,462,980,3440
HumanEval/145,hybrid,gemma-31b:few_shot,14,0,0,14,1.0,62.07,0.0,0.0,1.75,85.53,2.6,0.05,2,0,4,0.0,0.5,2516,1641,5253
HumanEval/146,soa,gemma-31b:few_shot,17,0,0,17,1.0,100.0,100.0,0.5,2.0,100.0,1.69,0.058,2,0,4,0.0,0.5,1206,3068,9411
HumanEval/162,coa,gemma-31b:few_shot,5,3,0,8,0.625,100.0,100.0,1.0,1.75,75.83,2.73,0.069,6,2,4,0.125,0.652,724,1712,7877
HumanEval/154,hybrid,gemma-31b:scot,29,3,0,32,0.906,100.0,100.0,1.0,2.25,79.4,4.65,0.04,12,0,4,0.0,0.7,3057,2213,9147
HumanEval/162,self_healing,gemma-31b:cot,7,0,0,7,1.0,81.08,66.67,0.0,2.14,73.01,4.09,0.263,7,1,4,0.0,0.667,1375,1269,10488
HumanEval/145,atomic_swarm,gemma-31b:scot,2,1,0,3,0.667,82.61,50.0,1.0,1.67,69.77,0.5,0.13,3,1,4,0.0,0.567,884,1506,12658
HumanEval/148,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,70.77,0.57,0.094,4,0,4,0.0,0.55,379,158,1467
HumanEval/141,consensus,gemma-31b:zero_shot,72,1,0,73,0.986,100.0,100.0,1.0,2.0,97.23,3.82,0.037,2,0,4,0.0,0.5,1964,2197,7194
HumanEval/153,baseline,gemma-31b:scot,9,0,0,9,1.0,97.37,83.33,0.6,2.11,79.35,1.7,0.07,19,0,3,0.0,0.65,417,1093,2084
HumanEval/143,hybrid,gemma-31b:zero_shot,21,1,0,22,0.955,93.02,100.0,1.0,2.83,75.92,3.6,0.042,6,1,4,0.0,0.642,3085,2096,6643
HumanEval/158,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.333,1.67,69.77,0.67,0.044,3,1,4,0.0,0.567,635,260,7424
HumanEval/141,soa,gemma-31b:cot,28,0,0,28,1.0,100.0,100.0,0.0,2.0,100.0,1.73,0.062,2,0,4,0.0,0.5,768,1703,5704
HumanEval/153,competitive,gemma-31b:cot,13,1,0,14,0.929,96.15,83.33,1.0,3.0,97.84,1.33,0.048,6,0,4,0.0,0.6,585,775,4569
HumanEval/154,baseline,gemma-31b:few_shot,7,1,0,8,0.875,98.11,100.0,1.0,4.25,71.38,3.76,0.044,39,1,3,0.0,0.692,1683,1348,9055
HumanEval/143,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.667,2.0,69.94,0.4,0.03,3,0,3,0.0,0.475,3200,2576,15584
HumanEval/147,actor_critic,gemma-31b:zero_shot,11,0,0,11,1.0,87.5,83.33,0.0,2.5,76.62,3.59,0.229,5,0,4,0.0,0.575,1742,82,10127
HumanEval/146,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.5,2.0,100.0,1.38,0.1,2,0,4,0.0,0.5,584,326,1532
HumanEval/159,adversarial,gemma-31b:zero_shot,17,0,0,17,1.0,76.19,0.0,0.0,2.33,90.16,1.59,0.102,3,0,4,0.0,0.525,1592,1763,4998
HumanEval/153,adversarial,gemma-31b:cot,14,0,0,14,1.0,97.67,83.33,0.4,2.09,77.35,1.96,0.048,19,1,4,0.0,0.742,936,1224,8475
HumanEval/144,competitive,gemma-31b:zero_shot,21,0,0,21,1.0,100.0,100.0,0.25,2.0,81.86,2.0,0.057,2,0,4,0.0,0.5,391,1074,2962
HumanEval/154,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,84.62,75.0,0.5,2.0,69.94,0.47,0.05,6,1,3,0.0,0.592,333,96,2898
HumanEval/153,competitive,gemma-31b:few_shot,10,0,0,10,1.0,97.56,83.33,0.4,2.2,82.14,1.3,0.044,17,0,3,0.0,0.65,1604,3256,13662
HumanEval/159,actor_critic,gemma-31b:scot,13,3,0,16,0.812,100.0,100.0,1.0,2.0,100.0,1.07,0.044,2,0,4,0.0,0.5,1758,1163,5519
HumanEval/154,hybrid,gemma-31b:zero_shot,38,5,0,43,0.884,76.81,50.0,1.0,2.27,69.95,6.29,0.09,0,0,0,1.0,0.0,3202,1683,12132
HumanEval/147,baseline,gemma-31b:cot,13,1,0,14,0.929,100.0,100.0,1.0,2.0,72.89,3.35,0.051,6,0,4,0.0,0.6,293,1250,5089
HumanEval/146,baseline,gemma-31b:cot,12,0,0,12,1.0,100.0,100.0,0.75,2.14,79.03,3.69,0.092,9,1,4,0.0,0.717,241,864,2117
HumanEval/141,competitive,gemma-31b:cot,27,0,0,27,1.0,100.0,100.0,0.25,2.0,100.0,1.68,0.079,2,0,4,0.0,0.5,0,0,0
HumanEval/157,competitive,gemma-31b:few_shot,18,2,0,20,0.9,100.0,100.0,1.0,2.0,100.0,2.73,0.056,2,0,4,0.0,0.5,646,1635,6289
HumanEval/154,actor_critic,gemma-31b:scot,24,0,0,24,1.0,100.0,100.0,0.5,3.0,91.14,3.12,0.041,2,0,4,0.0,0.5,1171,82,4767
HumanEval/147,soa,gemma-31b:few_shot,16,0,0,16,1.0,100.0,100.0,0.25,2.14,79.63,3.18,0.06,8,0,4,0.167,0.608,231,899,2633
HumanEval/150,swarm,gemma-31b:zero_shot,2,0,0,2,1.0,100.0,100.0,0.0,2.0,96.5,0.7,0.113,5,0,3,0.0,0.525,6120,3865,19212
HumanEval/157,actor_critic,gemma-31b:cot,25,4,0,29,0.862,100.0,100.0,1.0,1.67,94.92,5.36,0.039,5,1,5,0.0,0.667,1140,212,4104
HumanEval/149,baseline,gemma-31b:scot,0,0,0,0,0.0,20.0,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,1252,427,35069
HumanEval/155,actor_critic,gemma-31b:few_shot,0,17,0,17,0.0,63.16,0.0,1.0,1.33,96.51,3.36,0.193,4,0,5,0.0,0.6,679,40,2463
HumanEval/160,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.0,1.67,69.77,0.38,0.039,6,1,4,0.0,0.642,267,47,1225
HumanEval/151,atomic_swarm,gemma-31b:few_shot,2,1,0,3,0.667,100.0,100.0,1.0,2.0,68.31,0.53,0.028,3,1,3,0.0,0.517,2119,4736,20162
HumanEval/150,hybrid,gemma-31b:few_shot,21,0,0,21,1.0,100.0,100.0,0.5,4.5,85.92,4.3,0.039,8,1,4,0.0,0.692,1472,748,2965
HumanEval/146,hybrid,gemma-31b:few_shot,0,0,0,0,0.0,12.0,0.0,1.0,5.0,93.71,0.92,0.613,0,0,0,1.0,0.0,2329,2335,7163
HumanEval/156,hybrid,gemma-31b:cot,45,0,0,45,1.0,100.0,100.0,0.333,2.5,80.44,3.11,0.036,7,0,5,0.0,0.675,1457,716,3773
HumanEval/162,baseline,gemma-31b:zero_shot,0,0,1,1,0.0,,,1.0,2.22,63.01,3.73,0.054,8,1,4,0.0,0.692,143,739,1738
HumanEval/154,hybrid,gemma-31b:few_shot,33,3,0,36,0.917,72.41,50.0,1.0,2.86,75.33,5.24,0.1,12,0,4,0.0,0.7,2873,3009,17728
HumanEval/155,soa,gemma-31b:scot,14,0,0,14,1.0,100.0,100.0,0.4,2.0,81.86,1.73,0.139,2,0,4,0.0,0.5,237,245,1831
HumanEval/145,actor_critic,gemma-31b:zero_shot,18,0,0,18,1.0,68.57,50.0,0.0,2.0,85.77,2.65,0.14,3,0,4,0.0,0.525,2050,2720,21055
HumanEval/163,coa,gemma-31b:few_shot,9,0,0,9,1.0,100.0,100.0,0.75,2.22,82.24,2.82,0.142,10,0,3,0.0,0.65,964,908,8725
HumanEval/161,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.333,2.0,69.94,0.42,0.212,2,1,3,0.333,0.408,165,21,1109
HumanEval/145,consensus,gemma-31b:scot,5,4,0,9,0.556,97.62,100.0,1.0,3.0,69.69,3.2,0.027,17,2,3,0.0,0.733,3369,1282,6746
HumanEval/152,consensus,gemma-31b:cot,20,0,0,20,1.0,100.0,100.0,0.0,2.75,54.78,2.85,0.041,6,0,4,0.0,0.6,2207,810,9002
HumanEval/151,soa,gemma-31b:cot,12,1,0,13,0.923,100.0,100.0,1.0,2.0,100.0,1.2,0.064,1,0,4,0.0,0.475,391,365,1807
HumanEval/155,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,14.29,0.0,1.0,3.0,95.8,1.27,0.577,0,0,0,1.0,0.0,2487,2837,17345
HumanEval/159,swarm,gemma-31b:zero_shot,2,0,0,2,1.0,84.62,50.0,0.2,2.0,74.61,0.21,0.103,3,1,3,0.0,0.517,1999,1558,6914
HumanEval/146,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,12.0,0.0,1.0,5.0,91.92,1.15,0.738,0,0,0,1.0,0.0,1707,3062,15152
HumanEval/153,hybrid,gemma-31b:scot,18,0,0,18,1.0,97.62,83.33,0.4,2.0,82.13,2.96,0.052,6,0,4,0.0,0.6,5210,5057,18765
HumanEval/159,adversarial,gemma-31b:scot,17,0,0,17,1.0,100.0,100.0,0.4,3.33,86.96,1.62,0.04,3,0,4,0.0,0.525,1214,2833,16149
HumanEval/158,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.333,2.0,69.94,0.53,0.058,3,1,3,0.0,0.517,400,81,4673
HumanEval/141,actor_critic,gemma-31b:scot,36,7,0,43,0.837,97.96,100.0,1.0,2.12,79.48,4.27,0.035,11,0,4,0.0,0.7,1241,126,6304
HumanEval/159,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,30.0,0.0,1.0,1.0,66.73,0.93,0.937,0,0,0,1.0,0.0,2314,2980,20770
HumanEval/142,consensus,gemma-31b:scot,11,0,0,11,1.0,100.0,100.0,0.6,2.22,76.6,2.84,0.049,10,2,4,0.0,0.783,4120,1512,10566
HumanEval/145,swarm,gemma-31b:zero_shot,2,1,0,3,0.667,100.0,100.0,1.0,2.0,100.0,0.75,0.089,2,0,4,0.0,0.5,673,238,1493
HumanEval/156,swarm,gemma-31b:cot,1,0,0,1,1.0,100.0,100.0,0.333,2.0,81.86,0.21,0.079,1,0,3,0.0,0.425,483,592,4797
HumanEval/161,consensus,gemma-31b:zero_shot,35,0,0,35,1.0,100.0,100.0,0.667,2.0,97.07,2.26,0.025,2,0,4,0.0,0.5,1449,960,6225
HumanEval/144,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,90.3,1.38,0.029,6,0,3,0.0,0.55,383,307,1073
HumanEval/147,adversarial,gemma-31b:zero_shot,9,2,0,11,0.818,87.67,85.0,1.0,3.12,69.52,5.0,0.042,0,0,0,1.0,0.0,488,1402,4728
HumanEval/152,soa,gemma-31b:zero_shot,13,0,0,13,1.0,100.0,100.0,0.0,2.0,61.05,1.85,0.036,4,0,4,0.0,0.55,287,446,1307
HumanEval/148,competitive,gemma-31b:zero_shot,21,0,0,21,1.0,100.0,100.0,0.25,2.33,76.92,1.57,0.044,8,0,4,0.0,0.65,275,404,1385
HumanEval/150,soa,gemma-31b:zero_shot,18,0,0,18,1.0,100.0,100.0,0.5,2.0,98.52,2.9,0.073,6,0,4,0.0,0.6,768,1714,5038
HumanEval/140,self_healing,gemma-31b:scot,20,0,0,20,1.0,64.71,0.0,0.0,1.5,100.0,3.36,0.358,2,0,4,0.0,0.5,1300,2610,9481
HumanEval/156,actor_critic,gemma-31b:few_shot,28,6,0,34,0.824,100.0,100.0,1.0,2.0,54.72,3.47,0.115,11,0,5,0.0,0.75,4054,3769,13671
HumanEval/150,hybrid,gemma-31b:scot,38,0,0,38,1.0,100.0,100.0,0.5,2.83,75.24,4.4,0.029,16,1,4,0.0,0.742,1821,1359,4101
HumanEval/153,self_healing,gemma-31b:cot,13,0,0,13,1.0,70.49,41.67,0.2,3.0,72.91,2.7,0.322,20,0,4,0.0,0.7,3195,4392,18365
HumanEval/149,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,1.0,2.0,50.73,2.67,0.024,0,0,3,0.0,0.4,1975,3018,9366
HumanEval/144,baseline,gemma-31b:zero_shot,21,0,0,21,1.0,100.0,100.0,0.25,2.0,100.0,2.46,0.082,2,0,4,0.0,0.5,208,558,1432
HumanEval/161,consensus,gemma-31b:few_shot,40,0,0,40,1.0,100.0,100.0,0.667,2.0,93.98,2.47,0.03,2,0,4,0.0,0.5,1081,583,4325
HumanEval/159,hybrid,gemma-31b:cot,25,0,0,25,1.0,100.0,100.0,0.2,3.0,96.53,1.59,0.027,3,0,4,0.0,0.525,1800,1997,6294
HumanEval/141,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,7.5,0.0,1.0,9.0,78.93,1.27,0.53,0,0,0,1.0,0.0,1379,916,7660
HumanEval/153,consensus,gemma-31b:few_shot,18,0,0,18,1.0,97.96,83.33,0.4,2.45,69.83,2.15,0.028,25,0,4,0.0,0.7,3483,1837,11988
HumanEval/150,competitive,gemma-31b:cot,28,0,0,28,1.0,100.0,100.0,0.5,2.0,100.0,3.7,0.047,2,0,4,0.0,0.5,1103,1124,3683
HumanEval/139,competitive,gemma-31b:cot,12,3,0,15,0.8,100.0,100.0,1.0,1.8,83.32,2.73,0.079,7,0,5,0.0,0.675,688,1391,8562
HumanEval/148,adversarial,gemma-31b:few_shot,10,0,0,10,1.0,100.0,100.0,0.25,3.38,70.2,2.33,0.008,20,2,4,0.0,0.783,628,1216,3300
HumanEval/163,baseline,gemma-31b:scot,18,0,0,18,1.0,100.0,100.0,1.0,2.33,93.18,4.27,0.064,4,0,4,0.0,0.55,244,941,1835
HumanEval/144,self_healing,gemma-31b:cot,0,0,0,0,0.0,27.27,27.0,1.0,1.0,86.7,1.15,0.873,0,0,0,1.0,0.0,1384,1847,6734
HumanEval/143,baseline,gemma-31b:cot,15,3,0,18,0.833,100.0,100.0,1.0,2.33,82.55,3.35,0.046,6,0,4,0.0,0.6,2192,2208,11339
HumanEval/161,actor_critic,gemma-31b:few_shot,7,2,0,9,0.778,97.87,100.0,1.0,3.0,68.28,2.58,0.051,21,2,4,0.0,0.783,665,2,2477
HumanEval/149,consensus,gemma-31b:cot,12,1,0,13,0.923,100.0,100.0,1.0,3.0,63.53,2.52,0.029,20,2,4,0.0,0.783,2885,1140,10840
HumanEval/160,self_healing,gemma-31b:zero_shot,20,0,0,20,1.0,74.07,50.0,0.0,1.75,90.43,2.73,0.483,4,0,5,0.0,0.6,1330,2286,9679
HumanEval/148,coa,gemma-31b:cot,7,0,0,7,1.0,100.0,100.0,0.25,3.43,75.19,1.81,0.042,16,1,3,0.0,0.692,2170,2595,13570
HumanEval/149,hybrid,gemma-31b:scot,18,0,0,18,1.0,100.0,100.0,0.75,2.0,86.87,2.67,0.032,2,0,4,0.0,0.5,2331,2140,5834
HumanEval/154,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,84.62,75.0,0.5,2.0,69.94,0.47,0.05,6,1,3,0.0,0.592,186,34,1314
HumanEval/161,swarm,gemma-31b:few_shot,3,0,0,3,1.0,85.0,75.0,0.333,2.0,73.15,0.53,0.049,3,0,4,0.0,0.525,1397,1028,7777
HumanEval/149,swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.75,2.0,79.74,0.43,0.025,3,0,4,0.0,0.525,1512,1020,9381
HumanEval/152,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,68.96,0.62,0.033,3,2,3,0.333,0.475,477,1150,2495
HumanEval/157,consensus,gemma-31b:few_shot,31,3,0,34,0.912,100.0,100.0,1.0,2.5,95.86,5.18,0.067,3,0,4,0.0,0.525,2206,803,4427
HumanEval/151,self_healing,gemma-31b:cot,9,0,0,9,1.0,75.68,0.0,0.0,2.7,77.24,2.67,0.379,12,2,3,0.0,0.733,0,0,0
HumanEval/147,competitive,gemma-31b:zero_shot,13,0,0,13,1.0,100.0,100.0,0.25,2.4,84.46,2.65,0.037,6,0,4,0.0,0.6,887,3494,8357
HumanEval/143,adversarial,gemma-31b:cot,27,3,0,30,0.9,100.0,100.0,1.0,2.0,87.32,3.15,0.041,2,1,4,0.0,0.542,488,1109,4268
HumanEval/155,hybrid,gemma-31b:scot,33,4,0,37,0.892,100.0,100.0,1.0,2.29,80.99,6.0,0.019,10,1,5,0.0,0.792,2532,1924,11503
HumanEval/153,competitive,gemma-31b:zero_shot,15,0,0,15,1.0,96.43,83.33,0.6,2.0,83.22,0.93,0.072,6,0,4,0.0,0.6,687,759,4027
HumanEval/140,coa,gemma-31b:scot,9,0,0,9,1.0,100.0,100.0,0.25,2.78,76.48,2.57,0.016,12,1,3,0.0,0.692,170,132,978
